,Experiment Name,Graph,Data Size,Node Size,Edge Size,Dynamics,Method,Model,Acc,TP,FP,FN,Loss,Prediction Acc/MSE,Run Time,Epochs,X
64,gol_10K_erdos_50_MLP_gradient_based15,erdos,10K,50,186,gol,gradient_based,MLP,0.9968,0.989247311827957,0.0018796992481203,0.010752688172043,4.0,0.68,396.7554495334625,100.0,15.0
65,gol_10K_erdos_50_MLP_deeplift15,erdos,10K,50,186,gol,deeplift,MLP,0.9968,1.0,0.0037593984962406,0.0,4.0,0.68,344.1622121334076,100.0,15.0
66,sis_10K_erdos_50_MLP_input_change15,erdos,10K,50,186,sis,input_change,MLP,0.8304,0.7043010752688172,0.1475563909774436,0.2956989247311828,212.0,0.7,291.5896716117859,100.0,15.0
67,sis_10K_erdos_50_MLP_gradient_based15,erdos,10K,50,186,sis,gradient_based,MLP,0.8432,0.6935483870967742,0.1306390977443609,0.3064516129032258,196.0,0.7,343.10041093826294,100.0,15.0
68,sis_10K_erdos_50_MLP_deeplift15,erdos,10K,50,186,sis,deeplift,MLP,0.8272,0.6935483870967742,0.1494360902255639,0.3064516129032258,216.0,0.7,291.4654085636139,100.0,15.0
69,voter_50K_geom_10_MLP_input_change15,geom,50K,10,8,voter,input_change,MLP,0.9,1.0,0.119047619047619,0.0,5.0,0.64,228.17618417739868,100.0,15.0
70,voter_50K_geom_10_MLP_gradient_based15,geom,50K,10,8,voter,gradient_based,MLP,0.92,1.0,0.0952380952380952,0.0,4.0,0.64,281.85250663757324,100.0,15.0
71,voter_50K_geom_10_MLP_deeplift15,geom,50K,10,8,voter,deeplift,MLP,0.88,1.0,0.1428571428571428,0.0,6.0,0.64,245.70346212387085,100.0,15.0
72,voter_50K_geom_10_MLP_input_change30,geom,50K,10,8,voter,input_change,MLP,0.9,1.0,0.119047619047619,0.0,5.0,0.55,222.14347386360168,100.0,30.0
73,voter_50K_geom_10_MLP_gradient_based30,geom,50K,10,8,voter,gradient_based,MLP,0.92,0.875,0.0714285714285714,0.125,4.0,0.55,275.46189761161804,100.0,30.0
74,voter_50K_geom_10_MLP_deeplift30,geom,50K,10,8,voter,deeplift,MLP,0.9,0.875,0.0952380952380952,0.125,5.0,0.55,234.38007378578183,100.0,30.0
75,voter_50K_geom_30_MLP_input_change15,geom,50K,30,84,voter,input_change,MLP,0.9933333333333333,1.0,0.0081967213114754,0.0,3.0,0.8,706.2507832050323,100.0,15.0
76,voter_50K_geom_30_MLP_gradient_based15,geom,50K,30,84,voter,gradient_based,MLP,0.9911111111111112,1.0,0.0109289617486338,0.0,4.0,0.8,860.7857491970062,100.0,15.0
77,voter_50K_geom_30_MLP_deeplift15,geom,50K,30,84,voter,deeplift,MLP,0.9888888888888889,1.0,0.0136612021857923,0.0,5.0,0.8,743.6038866043091,100.0,15.0
78,voter_50K_geom_30_MLP_input_change30,geom,50K,30,84,voter,input_change,MLP,0.9466666666666667,1.0,0.0655737704918032,0.0,24.0,0.76,559.487161397934,100.0,30.0
79,voter_50K_geom_30_MLP_gradient_based30,geom,50K,30,84,voter,gradient_based,MLP,0.9555555555555556,0.9761904761904762,0.0491803278688524,0.0238095238095238,20.0,0.76,716.9006423950195,100.0,30.0
80,voter_50K_geom_30_MLP_deeplift30,geom,50K,30,84,voter,deeplift,MLP,0.9666666666666667,1.0,0.040983606557377,0.0,15.0,0.76,597.6182615756989,100.0,30.0
81,voter_50K_geom_50_MLP_input_change15,geom,50K,50,239,voter,input_change,MLP,0.9984,0.99581589958159,0.0009891196834817,0.00418410041841,2.0,0.8,1147.9000697135923,100.0,15.0
82,voter_50K_geom_50_MLP_gradient_based15,geom,50K,50,239,voter,gradient_based,MLP,0.9968,1.0,0.0039564787339268,0.0,4.0,0.8,1405.694574356079,100.0,15.0
83,voter_50K_geom_50_MLP_deeplift15,geom,50K,50,239,voter,deeplift,MLP,0.9968,1.0,0.0039564787339268,0.0,4.0,0.8,1186.9243426322937,100.0,15.0
84,voter_50K_geom_50_MLP_input_change30,geom,50K,50,239,voter,input_change,MLP,0.9952,1.0,0.0059347181008902,0.0,6.0,0.79,1078.8306694030762,100.0,30.0
85,voter_50K_geom_50_MLP_gradient_based30,geom,50K,50,239,voter,gradient_based,MLP,0.9952,0.98744769874477,0.0029673590504451,0.0125523012552301,6.0,0.79,1339.2495238780975,100.0,30.0
86,voter_50K_geom_50_MLP_deeplift30,geom,50K,50,239,voter,deeplift,MLP,0.9936,0.98744769874477,0.0049455984174085,0.0125523012552301,8.0,0.79,1136.9620685577393,100.0,30.0
87,voter_50K_grid_9_MLP_input_change15,grid,50K,10,12,voter,input_change,MLP,0.9753086419753086,1.0,0.0350877192982456,0.0,1.0,0.6,130.41523122787476,100.0,15.0
88,voter_50K_grid_9_MLP_gradient_based15,grid,50K,10,12,voter,gradient_based,MLP,0.9506172839506173,1.0,0.0701754385964912,0.0,2.0,0.6,178.66237425804138,100.0,15.0
89,voter_50K_grid_9_MLP_deeplift15,grid,50K,10,12,voter,deeplift,MLP,0.9506172839506173,1.0,0.0701754385964912,0.0,2.0,0.6,142.37532091140747,100.0,15.0
90,voter_50K_grid_9_MLP_input_change30,grid,50K,10,12,voter,input_change,MLP,0.6049382716049383,0.8333333333333334,0.4912280701754385,0.1666666666666666,16.0,0.54,139.78882431983948,100.0,30.0
91,voter_50K_grid_9_MLP_gradient_based30,grid,50K,10,12,voter,gradient_based,MLP,0.7037037037037037,0.8333333333333334,0.3508771929824561,0.1666666666666666,12.0,0.54,188.39512181282043,100.0,30.0
92,voter_50K_grid_9_MLP_deeplift30,grid,50K,10,12,voter,deeplift,MLP,0.654320987654321,0.8333333333333334,0.4210526315789473,0.1666666666666666,14.0,0.54,152.1738040447235,100.0,30.0
93,voter_50K_grid_25_MLP_input_change15,grid,50K,30,40,voter,input_change,MLP,1.0,1.0,0.0,0.0,0.0,0.77,604.9004874229431,100.0,15.0
94,voter_50K_grid_25_MLP_gradient_based15,grid,50K,30,40,voter,gradient_based,MLP,1.0,1.0,0.0,0.0,0.0,0.77,739.3724808692932,100.0,15.0
95,voter_50K_grid_25_MLP_deeplift15,grid,50K,30,40,voter,deeplift,MLP,1.0,1.0,0.0,0.0,0.0,0.77,635.8509576320648,100.0,15.0
96,voter_50K_grid_25_MLP_input_change30,grid,50K,30,40,voter,input_change,MLP,0.8976,1.0,0.1174311926605504,0.0,32.0,0.72,444.3902187347412,100.0,30.0
97,voter_50K_grid_25_MLP_gradient_based30,grid,50K,30,40,voter,gradient_based,MLP,0.9424,1.0,0.0660550458715596,0.0,18.0,0.72,576.0465734004974,100.0,30.0
98,voter_50K_grid_25_MLP_deeplift30,grid,50K,30,40,voter,deeplift,MLP,0.9328,1.0,0.0770642201834862,0.0,21.0,0.72,474.78803396224976,100.0,30.0
99,voter_50K_grid_49_MLP_input_change15,grid,50K,50,84,voter,input_change,MLP,1.0,1.0,0.0,0.0,0.0,0.82,972.6679198741912,100.0,15.0
100,voter_50K_grid_49_MLP_gradient_based15,grid,50K,50,84,voter,gradient_based,MLP,1.0,1.0,0.0,0.0,0.0,0.82,1227.507604598999,100.0,15.0
101,voter_50K_grid_49_MLP_deeplift15,grid,50K,50,84,voter,deeplift,MLP,1.0,1.0,0.0,0.0,0.0,0.82,1024.5701603889463,100.0,15.0
102,voter_50K_grid_49_MLP_input_change30,grid,50K,50,84,voter,input_change,MLP,0.9875052061640983,1.0,0.0134348410210479,0.0,15.0,0.79,1318.3286645412445,100.0,30.0
103,voter_50K_grid_49_MLP_gradient_based30,grid,50K,50,84,voter,gradient_based,MLP,0.9991670137442732,1.0,0.0008956560680698,0.0,1.0,0.79,1559.6152429580688,100.0,30.0
104,voter_50K_grid_49_MLP_deeplift30,grid,50K,50,84,voter,deeplift,MLP,0.9958350687213661,1.0,0.0044782803403493,0.0,5.0,0.79,1368.918598651886,100.0,30.0
105,voter_50K_grid_9_MLP_input_change5,grid,50K,10,12,voter,input_change,MLP,1.0,1.0,0.0,0.0,0.0,0.7,230.25687384605408,100.0,5.0
106,voter_50K_grid_9_MLP_gradient_based5,grid,50K,10,12,voter,gradient_based,MLP,1.0,1.0,0.0,0.0,0.0,0.7,281.45428466796875,100.0,5.0
107,voter_50K_grid_9_MLP_deeplift5,grid,50K,10,12,voter,deeplift,MLP,1.0,1.0,0.0,0.0,0.0,0.7,242.2322974205017,100.0,5.0
108,gol_50K_erdos_30_MLP_input_change30,erdos,50K,30,67,gol,input_change,MLP,0.9555555555555556,0.7611940298507462,0.010443864229765,0.2388059701492537,20.0,0.62,871.4899280071259,100.0,30.0
109,gol_50K_erdos_30_MLP_gradient_based30,erdos,50K,30,67,gol,gradient_based,MLP,0.9466666666666667,0.8059701492537313,0.0287206266318537,0.1940298507462686,24.0,0.62,1032.7361574172974,100.0,30.0
110,gol_50K_erdos_30_MLP_deeplift30,erdos,50K,30,67,gol,deeplift,MLP,0.9444444444444444,0.7910447761194029,0.0287206266318537,0.208955223880597,25.0,0.62,906.7718904018402,100.0,30.0
111,gol_50K_erdos_10_MLP_input_change30,erdos,50K,10,8,gol,input_change,MLP,0.56,0.5,0.4285714285714285,0.5,22.0,0.78,191.56023788452148,100.0,30.0
112,gol_50K_erdos_10_MLP_gradient_based30,erdos,50K,10,8,gol,gradient_based,MLP,0.64,0.375,0.3095238095238095,0.625,18.0,0.78,244.4973599910736,100.0,30.0
113,gol_50K_erdos_10_MLP_deeplift30,erdos,50K,10,8,gol,deeplift,MLP,0.66,0.375,0.2857142857142857,0.625,17.0,0.78,204.33913397789,100.0,30.0
114,gol_50K_erdos_30_MLP_input_change5,erdos,50K,30,67,gol,input_change,MLP,0.9977777777777778,0.9850746268656716,0.0,0.0149253731343283,1.0,0.68,696.4710352420807,100.0,5.0
115,gol_50K_erdos_30_MLP_gradient_based5,erdos,50K,30,67,gol,gradient_based,MLP,0.9888888888888889,1.0,0.0130548302872062,0.0,5.0,0.68,851.0779721736908,100.0,5.0
116,gol_50K_erdos_30_MLP_deeplift5,erdos,50K,30,67,gol,deeplift,MLP,0.9844444444444445,1.0,0.0182767624020887,0.0,7.0,0.68,731.9943571090698,100.0,5.0
117,gol_50K_erdos_30_MLP_input_change15,erdos,50K,30,67,gol,input_change,MLP,0.9955555555555555,0.9701492537313432,0.0,0.0298507462686567,2.0,0.65,916.1378364562988,100.0,15.0
118,gol_50K_erdos_30_MLP_gradient_based15,erdos,50K,30,67,gol,gradient_based,MLP,0.9911111111111112,0.9850746268656716,0.0078328981723237,0.0149253731343283,4.0,0.65,1071.202163696289,100.0,15.0
119,gol_50K_erdos_30_MLP_deeplift15,erdos,50K,30,67,gol,deeplift,MLP,0.9933333333333333,0.9850746268656716,0.0052219321148825,0.0149253731343283,3.0,0.65,951.2507381439208,100.0,15.0
120,gol_50K_erdos_10_MLP_input_change15,erdos,50K,10,8,gol,input_change,MLP,0.64,0.5,0.3333333333333333,0.5,18.0,0.78,295.3060622215271,100.0,15.0
121,gol_50K_erdos_10_MLP_gradient_based15,erdos,50K,10,8,gol,gradient_based,MLP,0.46,0.5,0.5476190476190477,0.5,27.0,0.78,350.0864579677582,100.0,15.0
122,gol_50K_erdos_10_MLP_deeplift15,erdos,50K,10,8,gol,deeplift,MLP,0.56,0.5,0.4285714285714285,0.5,22.0,0.78,308.1844599246979,100.0,15.0
123,sis_50K_albert_100_MLP_input_change15,albert,50K,100,196,sis,input_change,MLP,0.9918,0.826530612244898,0.0014571190674437,0.173469387755102,41.0,0.62,1607.8451986312866,100.0,15.0
124,sis_50K_albert_100_MLP_gradient_based15,albert,50K,100,196,sis,gradient_based,MLP,0.9948,0.8826530612244898,0.000624479600333,0.1173469387755102,26.0,0.62,2018.5585350990293,100.0,15.0
125,sis_50K_albert_100_MLP_deeplift15,albert,50K,100,196,sis,deeplift,MLP,0.9948,0.8775510204081632,0.0004163197335553,0.1224489795918367,26.0,0.62,1606.9660515785215,100.0,15.0
126,gol_50K_erdos_100_MLP_input_change15,erdos,50K,100,714,gol,input_change,MLP,1.0,1.0,0.0,0.0,0.0,0.71,1484.9198100566864,100.0,15.0
127,gol_50K_erdos_100_MLP_gradient_based15,erdos,50K,100,714,gol,gradient_based,MLP,1.0,1.0,0.0,0.0,0.0,0.71,1895.234503030777,100.0,15.0
128,gol_50K_erdos_100_MLP_deeplift15,erdos,50K,100,714,gol,deeplift,MLP,1.0,1.0,0.0,0.0,0.0,0.71,1473.874526977539,100.0,15.0
129,gol_50K_erdos_100_MLP_input_change30,erdos,50K,100,714,gol,input_change,MLP,1.0,1.0,0.0,0.0,0.0,0.7,1661.1403939723969,100.0,30.0
130,gol_50K_erdos_100_MLP_gradient_based30,erdos,50K,100,714,gol,gradient_based,MLP,0.9996,1.0,0.0004666355576294,0.0,2.0,0.7,2071.99986076355,100.0,30.0
131,gol_50K_erdos_100_MLP_deeplift30,erdos,50K,100,714,gol,deeplift,MLP,0.9996,1.0,0.0004666355576294,0.0,2.0,0.7,1696.5594346523285,100.0,30.0
132,gol_50K_erdos_50_MLP_input_change30,erdos,50K,50,186,gol,input_change,MLP,0.9968,0.9946236559139784,0.0028195488721804,0.0053763440860215,4.0,0.66,1010.6833610534668,100.0,30.0
133,gol_50K_erdos_50_MLP_gradient_based30,erdos,50K,50,186,gol,gradient_based,MLP,0.9936,0.978494623655914,0.0037593984962406,0.021505376344086,8.0,0.66,1260.7167887687683,100.0,30.0
134,gol_50K_erdos_50_MLP_deeplift30,erdos,50K,50,186,gol,deeplift,MLP,0.9936,0.978494623655914,0.0037593984962406,0.021505376344086,8.0,0.66,1051.8828961849213,100.0,30.0
135,rps_50K_albert_100_MLP_input_change15,albert,50K,100,196,rps,input_change,MLP,0.9972,0.9489795918367347,0.0008326394671107,0.0510204081632653,14.0,0.68,1557.3663692474363,100.0,15.0
136,rps_50K_albert_100_MLP_gradient_based15,albert,50K,100,196,rps,gradient_based,MLP,0.997,0.9489795918367347,0.0010407993338884,0.0510204081632653,15.0,0.68,2164.658669948578,100.0,15.0
137,rps_50K_albert_100_MLP_deeplift15,albert,50K,100,196,rps,deeplift,MLP,0.9968,0.9438775510204082,0.0010407993338884,0.0561224489795918,16.0,0.68,1588.5392107963562,100.0,15.0
138,forest_fire_50K_albert_100_MLP_input_change15,albert,50K,100,196,forest_fire,input_change,MLP,0.9952,0.8979591836734694,0.0008326394671107,0.1020408163265306,24.0,0.5,1632.6615006923676,100.0,15.0
139,forest_fire_50K_albert_100_MLP_gradient_based15,albert,50K,100,196,forest_fire,gradient_based,MLP,0.996,0.8979591836734694,0.0,0.1020408163265306,20.0,0.5,2266.247948884964,100.0,15.0
140,forest_fire_50K_albert_100_MLP_deeplift15,albert,50K,100,196,forest_fire,deeplift,MLP,0.9946,0.8724489795918368,0.0004163197335553,0.1275510204081632,27.0,0.5,1679.7576150894165,100.0,15.0
141,forest_fire_10K_erdos_50_MLP_input_change15,erdos,10K,50,186,forest_fire,input_change,MLP,0.6952,0.5698924731182796,0.2828947368421052,0.4301075268817204,381.0,0.47,220.57014060020447,100.0,15.0
142,forest_fire_10K_erdos_50_MLP_gradient_based15,erdos,10K,50,186,forest_fire,gradient_based,MLP,0.6736,0.5860215053763441,0.3110902255639097,0.4139784946236559,408.0,0.47,293.1809868812561,100.0,15.0
143,forest_fire_10K_erdos_50_MLP_deeplift15,erdos,10K,50,186,forest_fire,deeplift,MLP,0.6728,0.4677419354838709,0.2913533834586466,0.532258064516129,409.0,0.47,222.6284377574921,100.0,15.0
144,cml_50K_3.5_geom_10_MLP_input_change,geom,50K,10,8,cml 3.5,input_change,MLP,1.0,1.0,0.0,0.0,0.0,0.01,476.7499556541443,100.0,
145,cml_50K_3.5_geom_10_MLP_gradient_based,geom,50K,10,8,cml 3.5,gradient_based,MLP,1.0,1.0,0.0,0.0,0.0,0.01,532.315190076828,100.0,
146,cml_50K_3.5_geom_10_MLP_deeplift,geom,50K,10,8,cml 3.5,deeplift,MLP,1.0,1.0,0.0,0.0,0.0,0.01,481.7842180728912,100.0,
147,cml_50K_3.5_geom_30_MLP_input_change,geom,50K,30,84,cml 3.5,input_change,MLP,0.9866666666666667,0.9761904761904762,0.0109289617486338,0.0238095238095238,6.0,0.01,1933.958345413208,100.0,
148,cml_50K_3.5_geom_30_MLP_gradient_based,geom,50K,30,84,cml 3.5,gradient_based,MLP,0.9844444444444445,0.9642857142857144,0.0109289617486338,0.0357142857142857,7.0,0.01,2088.124685049057,100.0,
149,cml_50K_3.5_geom_30_MLP_deeplift,geom,50K,30,84,cml 3.5,deeplift,MLP,0.9866666666666667,0.9642857142857144,0.0081967213114754,0.0357142857142857,6.0,0.01,1935.980959415436,100.0,
150,cml_50K_3.5_geom_50_MLP_input_change,geom,50K,50,239,cml 3.5,input_change,MLP,0.9768,0.9288702928870292,0.0118694362017804,0.0711297071129707,29.0,0.01,2876.8062546253204,100.0,
151,cml_50K_3.5_geom_50_MLP_gradient_based,geom,50K,50,239,cml 3.5,gradient_based,MLP,0.976,0.9121338912133892,0.0089020771513353,0.0878661087866108,30.0,0.01,3093.3650941848755,100.0,
152,cml_50K_3.5_geom_50_MLP_deeplift,geom,50K,50,239,cml 3.5,deeplift,MLP,0.976,0.9246861924686192,0.0118694362017804,0.0753138075313807,30.0,0.01,2852.8105041980743,100.0,
153,cml_50K_3.5_geom_100_MLP_input_change,geom,50K,100,1049,cml 3.5,input_change,MLP,0.9338,0.7893231649189705,0.0278410528980005,0.2106768350810295,331.0,0.02,5059.979543924332,100.0,
154,cml_50K_3.5_geom_100_MLP_gradient_based,geom,50K,100,1049,cml 3.5,gradient_based,MLP,0.9334,0.7950428979980935,0.0298658567451278,0.2049571020019066,333.0,0.02,5372.467515945435,100.0,
155,cml_50K_3.5_geom_100_MLP_deeplift,geom,50K,100,1049,cml 3.5,deeplift,MLP,0.9338,0.8093422306959008,0.0331561629967097,0.1906577693040991,331.0,0.02,4884.538167238236,100.0,
156,cml_50K_3.8_geom_10_MLP_input_change,geom,50K,10,8,cml 3.8,input_change,MLP,1.0,1.0,0.0,0.0,0.0,0.02,297.70778226852417,100.0,
157,cml_50K_3.8_geom_10_MLP_gradient_based,geom,50K,10,8,cml 3.8,gradient_based,MLP,1.0,1.0,0.0,0.0,0.0,0.02,356.7103736400604,100.0,
158,cml_50K_3.8_geom_10_MLP_deeplift,geom,50K,10,8,cml 3.8,deeplift,MLP,1.0,1.0,0.0,0.0,0.0,0.02,302.9288032054901,100.0,
159,cml_50K_3.8_geom_30_MLP_input_change,geom,50K,30,84,cml 3.8,input_change,MLP,0.9733333333333334,0.9285714285714286,0.0163934426229508,0.0714285714285714,12.0,0.03,764.0914070606232,100.0,
160,cml_50K_3.8_geom_30_MLP_gradient_based,geom,50K,30,84,cml 3.8,gradient_based,MLP,0.9733333333333334,0.9404761904761904,0.0191256830601092,0.0595238095238095,12.0,0.03,918.1164321899414,100.0,
161,cml_50K_3.8_geom_30_MLP_deeplift,geom,50K,30,84,cml 3.8,deeplift,MLP,0.9733333333333334,0.9404761904761904,0.0191256830601092,0.0595238095238095,12.0,0.03,765.4963073730469,100.0,
162,cml_50K_3.8_geom_50_MLP_input_change,geom,50K,50,239,cml 3.8,input_change,MLP,0.9696,0.9121338912133892,0.0168150346191889,0.0878661087866108,38.0,0.04,1521.0163385868073,100.0,
163,cml_50K_3.8_geom_50_MLP_gradient_based,geom,50K,50,239,cml 3.8,gradient_based,MLP,0.9712,0.895397489539749,0.0108803165182987,0.104602510460251,36.0,0.04,1756.3830544948578,100.0,
164,cml_50K_3.8_geom_50_MLP_deeplift,geom,50K,50,239,cml 3.8,deeplift,MLP,0.9704,0.899581589958159,0.0128585558852621,0.100418410041841,37.0,0.04,1497.260798215866,100.0,
165,cml_50K_3.8_geom_100_MLP_input_change,geom,50K,100,1049,cml 3.8,input_change,MLP,0.8494,0.7102001906577693,0.1136421159200202,0.2897998093422307,753.0,0.04,3173.0014278888702,100.0,
166,cml_50K_3.8_geom_100_MLP_gradient_based,geom,50K,100,1049,cml 3.8,gradient_based,MLP,0.8456,0.6882745471877979,0.1126297139964565,0.3117254528122021,772.0,0.04,3484.654542684555,100.0,
167,cml_50K_3.8_geom_100_MLP_deeplift,geom,50K,100,1049,cml 3.8,deeplift,MLP,0.8438,0.7159199237368923,0.1222475322703113,0.2840800762631077,781.0,0.04,2976.649145126343,100.0,
168,sis_50K_albert_100_MLP_input_change30,albert,50K,100,196,sis,input_change,MLP,0.9944,0.8622448979591837,0.0002103491796381,0.1377551020408163,28.0,0.62,2219.718736410141,100.0,30.0
169,sis_50K_albert_100_MLP_gradient_based30,albert,50K,100,196,sis,gradient_based,MLP,0.9958,0.8979591836734694,0.0002103491796381,0.1020408163265306,21.0,0.62,5991.593708753586,100.0,30.0
170,forest_fire_50K_albert_100_MLP_input_change30,albert,50K,100,196,forest_fire,input_change,MLP,0.9986,0.9642857142857144,0.0,0.0357142857142857,7.0,0.51,2421.7910871505737,100.0,30.0
171,forest_fire_50K_albert_100_MLP_gradient_based30,albert,50K,100,196,forest_fire,gradient_based,MLP,0.9982 ,0.9540816326530612,0.0,0.0459183673469387,9.0,0.51,8057.588565826416,100.0,30.0
172,rps_50K_albert_100_MLP_input_change30,albert,50K,100,196,rps,input_change,MLP,0.9984,0.9846938775510204,0.0010517458981909,0.0153061224489795,8.0,0.65,2371.606769561768,100.0,30.0
